'id','name','brand_id'
(1111,'CL',65),
(1112,'CLA',65),
(1113,'CLC',65),
(1114,'CLE',65),
(1115,'CLK',65),
(1116,'CLS',65),
(1117,'EQA',65),
(1118,'EQB',65),
(1119,'EQC',65),
(1120,'EQE',65),
(1121,'EQS',65),
(1122,'EQV',65),
(1123,'GL',65),
(1124,'GLA',65),
(1125,'GLB',65),
(1126,'GLC',65),
(1127,'GLE',65),
(1128,'GLK',65),
(1129,'GLS',65),
(1130,'KLASA A',65),
(1131,'KLASA B',65),
(1132,'KLASA C',65),
(1133,'KLASA E',65),
(1134,'KLASA G',65),
(1135,'KLASA R',65),
(1136,'KLASA S',65),
(1137,'KLASA T',65),
(1138,'KLASA V',65),
(1139,'KLASA X',65),
(1140,'MB 100',65),
(1141,'ML',65),
(1142,'MONARCH',65),
(1143,'S650L MAYBACH',65),
(1144,'SL',65),
(1145,'SLC',65),
(1146,'SLK',65),
(1147,'SLR',65),
(1148,'SLS',65),
(1149,'SPRINTER',65),
(1150,'VANEO',65),
(1151,'VARIO',65),
(1152,'VIANO',65),
(1153,'VITO',65),
(1154,'W123',65),
(1155,'W124 (1984-1993)',65),
(1156,'W201 (190)',65),
(1157,'INNY',65),
(1158,'COMET',66),
(1159,'COUGAR',66),
(1160,'MARAUDER',66),
(1161,'MARINER',66),
(1162,'MARQUIS',66),
(1163,'MILAN',66),
(1164,'MONTEGO',66),
(1165,'MONTEREY',66),
(1166,'MOUNTAINEER',66),
(1167,'SABLE',66),
(1168,'TRACER',66),
(1169,'VILLAGER',66),
(1170,'ZEPHYR',66),
(1171,'INNY',66),
(1172,'F',67),
(1173,'MGA',67),
(1174,'MGB',67),
(1175,'MGF',67),
(1176,'MIDGET',67),
(1177,'MONTEGO',67),
(1178,'TD',67),
(1179,'TF',67),
(1180,'ZR',67),
(1181,'ZS',67),
(1182,'ZT',67),
(1183,'INNY',67),
(1184,'CARGO',68),
(1185,'DUE',68),
(1186,'DUE FIRST',68),
(1187,'FLEX',68),
(1188,'HIGHLAND X',68),
(1189,'LIGIER',68),
(1190,'M.CROSS',68),
(1191,'M.GO',68),
(1192,'MC',68),
(1193,'VIRGO',68),
(1194,'INNY',68),
(1195,'1000',69),
(1196,'1300',69),
(1197,'CLUBMAN',69),
(1198,'COOPER',69),
(1199,'COOPER S',69),
(1200,'COUNTRYMAN',69),
(1201,'JOHN COOPER WORKS',69),
(1202,'ONE',69),
(1203,'PACEMAN',69),
(1204,'INNY',69),
(1205,'3000GT',70),
(1206,'ASX',70),
(1207,'CANTER',70),
(1208,'CARISMA',70),
(1209,'COLT',70),
(1210,'CORDIA',70),
(1211,'COSMOS',70),
(1212,'DIAMANTE',70),
(1213,'ECLIPSE',70),
(1214,'ECLIPSE CROSS',70),
(1215,'ENDEAVOR',70),
(1216,'FTO',70),
(1217,'GALANT',70),
(1218,'GALLOPER',70),
(1219,'GRANDIS',70),
(1220,'I-MIEV',70),
(1221,'L200',70),
(1222,'L300',70),
(1223,'L400',70),
(1224,'LANCER',70),
(1225,'LANCER EVOLUTION',70),
(1226,'MONTERO',70),
(1227,'OUTLANDER',70),
(1228,'PAJERO',70),
(1229,'PAJERO PININ',70),
(1230,'SANTAMO',70),
(1231,'SAPPORO',70),
(1232,'SIGMA',70),
(1233,'SPACE GEAR',70),
(1234,'SPACE RUNNER',70),
(1235,'SPACE STAR',70),
(1236,'SPACE WAGON',70),
(1237,'STARION',70),
(1238,'TREDIA',70),
(1239,'INNY',70),
(1240,'EL7',71),
(1241,'ET5',71),
(1242,'ET7',71),
(1243,'INNY',71),
(1244,'100 NX',72),
(1245,'200 SX',72),
(1246,'240 SX',72),
(1247,'280 ZX',72),
(1248,'300 ZX',72),
(1249,'350 Z',72),
(1250,'370 Z',72),
(1251,'ALMERA',72),
(1252,'ALMERA TINO',72),
(1253,'ALTIMA',72),
(1254,'ARIYA',72),
(1255,'ARMADA',72),
(1256,'BLUEBIRD',72),
(1257,'CHERRY',72),
(1258,'CUBE',72),
(1259,'FRONTIER',72),
(1260,'GT-R',72),
(1261,'INTERSTAR',72),
(1262,'JUKE',72),
(1263,'KING CAB',72),
(1264,'KUBISTAR',72),
(1265,'LAUREL',72),
(1266,'LEAF',72),
(1267,'MAXIMA',72),
(1268,'MICRA',72),
(1269,'MURANO',72),
(1270,'NAVARA',72),
(1271,'NOTE',72),
(1272,'NP300 PICKUP',72),
(1273,'NV200',72),
(1274,'NV300',72),
(1275,'NV400',72),
(1276,'PATHFINDER',72),
(1277,'PATROL',72),
(1278,'PICKUP',72),
(1279,'PIXO',72),
(1280,'PRAIRIE',72),
(1281,'PRIMASTAR',72),
(1282,'PRIMERA',72),
(1283,'PULSAR',72),
(1284,'QASHQAI',72),
(1285,'QASHQAI+2',72),
(1286,'QUEST',72),
(1287,'ROGUE',72),
(1288,'SENTRA',72),
(1289,'SERENA',72),
(1290,'SILVIA',72),
(1291,'SKYLINE',72),
(1292,'STANZA',72),
(1293,'SUNNY',72),
(1294,'TERRANO',72),
(1295,'TIIDA',72),
(1296,'TITAN',72),
(1297,'TOWNSTAR',72),
(1298,'TRADE',72),
(1299,'URVAN',72),
(1300,'VANETTE',72),
(1301,'X-TRAIL',72),
(1302,'XTERRA',72),
(1303,'INNY',72),
(1304,'SERIA 500',73),
(1305,'SERIA N',73),
(1306,'INNY',73),
(1307,'ALERO',74),
(1308,'AURORA',74),
(1309,'BRAVADA',74),
(1310,'CUSTOM CRUISER',74),
(1311,'CUTLASS',74),
(1312,'DELTA 88',74),
(1313,'EIGHTY - EIGHT',74),
(1314,'INTRIGUE',74),
(1315,'REGENCY',74),
(1316,'SILHOUETTE',74),
(1317,'SUPREME',74),
(1318,'TORONADO',74),
(1319,'INNY',74),
(1320,'ADAM',75),
(1321,'AGILA',75),
(1322,'AMPERA',75),
(1323,'ANTARA',75),
(1324,'ARENA',75),
(1325,'ASCONA',75),
(1326,'ASTRA',75),
(1327,'CALIBRA',75),
(1328,'CAMPO',75),
(1329,'CASCADA',75),
(1330,'COMBO',75),
(1331,'COMMODORE',75),
(1332,'CORSA',75),
(1333,'CROSSLAND',75),
(1334,'CROSSLAND X',75),
(1335,'DIPLOMAT',75),
(1336,'FRONTERA',75),
(1337,'GRANDLAND',75),
(1338,'GRANDLAND X',75),
(1339,'GT',75),
(1340,'INSIGNIA',75),
(1341,'KADETT',75),
(1342,'KARL',75),
(1343,'MANTA',75),
(1344,'MERIVA',75),
(1345,'MOKKA',75),
(1346,'MONTEREY',75),
(1347,'MONZA',75),
(1348,'MOVANO',75),
(1349,'NOVA',75),
(1350,'OMEGA',75),
(1351,'PICK UP SPORTCAP',75),
(1352,'REKORD',75),
(1353,'SENATOR',75),
(1354,'SIGNUM',75),
(1355,'SINTRA',75),
(1356,'SPEEDSTER',75),
(1357,'TIGRA',75),
(1358,'VECTRA',75),
(1359,'VIVARO',75),
(1360,'ZAFIRA',75),
(1361,'INNY',75),
(1362,'104',76),
(1363,'106',76),
(1364,'107',76),
(1365,'108',76),
(1366,'204',76),
(1367,'205',76),
(1368,'206',76),
(1369,'206 CC',76),
(1370,'206 PLUS',76),
(1371,'207',76),
(1372,'207 CC',76),
(1373,'208',76),
(1374,'301',76),
(1375,'304',76),
(1376,'305',76),
(1377,'306',76),
(1378,'307',76),
(1379,'307 CC',76),
(1380,'308',76),
(1381,'308 CC',76),
(1382,'309',76),
(1383,'395',76),
(1384,'404',76),
(1385,'405',76),
(1386,'406',76),
(1387,'407',76),
(1388,'408',76),
(1389,'504',76),
(1390,'505',76),
(1391,'508',76),
(1392,'604',76),
(1393,'605',76),
(1394,'607',76),
(1395,'806',76),
(1396,'807',76),
(1397,'1007',76),
(1398,'2008',76),
(1399,'3008',76),
(1400,'4007',76),
(1401,'4008',76),
(1402,'5008',76),
(1403,'BIPPER',76),
(1404,'BOXER',76),
(1405,'EXPERT',76),
(1406,'ION',76),
(1407,'PARTNER',76),
(1408,'RCZ',76),
(1409,'RIFTER',76),
(1410,'TRAVELLER',76),
(1411,'INNY',76),
(1412,'BELVEDERE',77),
(1413,'CARAVELLE',77),
(1414,'DUSTER',77),
(1415,'FURY',77),
(1416,'GRAND VOYAGER',77),
(1417,'GRAN FURY',77),
(1418,'GTX',77),
(1419,'HORIZON',77),
(1420,'LASER',77),
(1421,'PROWLER',77),
(1422,'ROAD RUNNER',77),
(1423,'SATELLITE',77),
(1424,'SUPERBIRD',77),
(1425,'TURISMO',77),
(1426,'VALIANT',77),
(1427,'VOYAGER',77),
(1428,'INNY',77),
(1429,'1',78),
(1430,'2',78),
(1431,'3',78),
(1432,'INNY',78),
(1433,'1.5',79),
(1434,'1.6',79),
(1435,'ATU',79),
(1436,'CARO',79),
(1437,'INNY',79),
(1438,'1000',80),
(1439,'6000',80),
(1440,'BONNEVILLE',80),
(1441,'CATALINA',80),
(1442,'CHIEFTAIN',80),
(1443,'FIERO',80),
(1444,'FIREBIRD',80),
(1445,'G6',80),
(1446,'GRAND-AM',80),
(1447,'GRAND-PRIX',80),
(1448,'GTO',80),
(1449,'LE MANS',80),
(1450,'MONTANA',80),
(1451,'SOLSTICE',80),
(1452,'SUNBIRD',80),
(1453,'SUNFIRE',80),
(1454,'TRANS AM',80),
(1455,'TRANS SPORT',80),
(1456,'VIBE',80),
(1457,'INNY',80),
(1458,'356',81),
(1459,'718 BOXSTER',81),
(1460,'718 CAYMAN',81),
(1461,'718 SPYDER',81),
(1462,'911',81),
(1463,'912',81),
(1464,'914',81),
(1465,'924',81),
(1466,'928',81),
(1467,'944',81),
(1468,'959',81),
(1469,'962',81),
(1470,'968',81),
(1471,'BOXSTER',81),
(1472,'CARRERA GT',81),
(1473,'CAYENNE',81),
(1474,'CAYMAN',81),
(1475,'MACAN',81),
(1476,'PANAMERA',81),
(1477,'TAYCAN',81),
(1478,'INNY',81),
(1479,'1500',82),
(1480,'2500',82),
(1481,'3500',82),
(1482,'INNY',82),
(1483,'4',83),
(1484,'5',83),
(1485,'8',83),
(1486,'9',83),
(1487,'10',83),
(1488,'11',83),
(1489,'12',83),
(1490,'14',83),
(1491,'18',83),
(1492,'19',83),
(1493,'20',83),
(1494,'21',83),
(1495,'25',83),
(1496,'30',83),
(1497,'ALASKAN',83),
(1498,'ALPINE A110',83),
(1499,'ALPINE A310',83),
(1500,'ALPINE V6',83),
(1501,'ARKANA',83),
(1502,'AUSTRAL',83),
(1503,'AVANTIME',83),
(1504,'CAPTUR',83),
(1505,'CLIO',83),
(1506,'COUPE',83),
(1507,'ESPACE',83),
(1508,'EXPRESS',83),
(1509,'FLUENCE',83),
(1510,'FUEGO',83),
(1511,'GRAND ESPACE',83),
(1512,'GRAND SCENIC',83),
(1513,'KADJAR',83),
(1514,'KANGOO',83),
(1515,'KOLEOS',83),
(1516,'LAGUNA',83),
(1517,'LATITUDE',83),
(1518,'MASTER',83),
(1519,'MEGANE',83),
(1520,'MODUS',83),
(1521,'SAFRANE',83),
(1522,'SCENIC',83),
(1523,'SCENIC CONQUEST',83),
(1524,'SCENIC RX4',83),
(1525,'SYMBOL',83),
(1526,'TALISMAN',83),
(1527,'THALIA',83),
(1528,'TRAFIC',83),
(1529,'TWINGO',83),
(1530,'TWIZY',83),
(1531,'VEL SATIS',83),
(1532,'WIND',83),
(1533,'ZOE',83),
(1534,'INNY',83),
(1535,'CORNICHE',84),
(1536,'CULLINAN',84),
(1537,'DAWN',84),
(1538,'FLYING SPUR',84),
(1539,'GHOST',84),
(1540,'PARK WARD',84),
(1541,'PHANTOM',84),
(1542,'SILVER CLOUD',84),
(1543,'SILVER DOWN',84),
(1544,'SILVER SERAPH',84),
(1545,'SILVER SHADOW',84),
(1546,'SILVER SPIRIT',84),
(1547,'SILVER SPUR',84),
(1548,'TOURING LIMOUSINE',84),
(1549,'WRAITH',84),
(1550,'INNY',84),
(1551,'25',85),
(1552,'45',85),
(1553,'75',85),
(1554,'100',85),
(1555,'111',85),
(1556,'114',85),
(1557,'115',85),
(1558,'200',85),
(1559,'213',85),
(1560,'214',85),
(1561,'216',85),
(1562,'218',85),
(1563,'220',85),
(1564,'400',85),
(1565,'414',85),
(1566,'416',85),
(1567,'418',85),
(1568,'420',85),
(1569,'600',85),
(1570,'618',85),
(1571,'620',85),
(1572,'623',85),
(1573,'800',85),
(1574,'820',85),
(1575,'825',85),
(1576,'827',85),
(1577,'CITY ROVER',85),
(1578,'METRO',85),
(1579,'MG',85),
(1580,'MINI',85),
(1581,'MONTEGO',85),
(1582,'SD',85),
(1583,'STREETWISE',85),
(1584,'INNY',85),
(1585,'9-2X',86),
(1586,'9-3',86),
(1587,'9-3X',86),
(1588,'9-5',86),
(1589,'9-7X',86),
(1590,'90',86),
(1591,'96',86),
(1592,'99',86),
(1593,'900',86),
(1594,'9000',86),
(1595,'INNY',86),
(1596,'ALHAMBRA',87),
(1597,'ALTEA',87),
(1598,'ALTEA XL',87),
(1599,'ARONA',87),
(1600,'AROSA',87),
(1601,'ATECA',87),
(1602,'CORDOBA',87),
(1603,'EXEO',87),
(1604,'IBIZA',87),
(1605,'INCA',87),
(1606,'LEON',87),
(1607,'MALAGA',87),
(1608,'MARBELLA',87),
(1609,'MII',87),
(1610,'RONDA',87),
(1611,'TARRACO',87),
(1612,'TERRA',87),
(1613,'TOLEDO',87),
(1614,'INNY',87),
(1615,'3',88),
(1616,'SF5',88),
(1617,'INNY',88),
(1618,'100',89),
(1619,'105',89),
(1620,'120',89),
(1621,'130',89),
(1622,'135',89),
(1623,'CITIGO',89),
(1624,'ENYAQ',89),
(1625,'FABIA',89),
(1626,'FAVORIT',89),
(1627,'FELICIA',89),
(1628,'FORMAN',89),
(1629,'KAMIQ',89),
(1630,'KAROQ',89),
(1631,'KODIAQ',89),
(1632,'OCTAVIA',89),
(1633,'PRAKTIK',89),
(1634,'RAPID',89),
(1635,'ROOMSTER',89),
(1636,'SCALA',89),
(1637,'SUPERB',89),
(1638,'YETI',89),
(1639,'INNY',89),
(1640,'CROSSBLADE',90),
(1641,'FORFOUR',90),
(1642,'FORTWO',90),
(1643,'ROADSTER',90),
(1644,'ROOMSTER',90),
(1645,'INNY',90),
(1646,'ACTYON',91),
(1647,'FAMILY',91),
(1648,'KORANDO',91),
(1649,'KYRON',91),
(1650,'MUSSO',91),
(1651,'REXTON',91),
(1652,'RODIUS',91),
(1653,'TIVOLI',91),
(1654,'TIVOLI GRAND',91),
(1655,'TORRES',91),
(1656,'XLV',91),
(1657,'INNY',91),
(1658,'1800 COUPE',92),
(1659,'ASCENT',92),
(1660,'B9 TRIBECA',92),
(1661,'BAJA',92),
(1662,'BRZ',92),
(1663,'FORESTER',92),
(1664,'G3X JUSTY',92),
(1665,'IMPREZA',92),
(1666,'JUSTY',92),
(1667,'LEGACY',92),
(1668,'LEONE',92),
(1669,'LEVORG',92),
(1670,'OUTBACK',92),
(1671,'SOLTERRA',92),
(1672,'SVX',92),
(1673,'TREZIA',92),
(1674,'TRIBECA',92),
(1675,'VIVIO',92),
(1676,'WRX',92),
(1677,'XT',92),
(1678,'XV',92),
(1679,'INNY',92),
(1680,'ACROSS',93),
(1681,'ALTO',93),
(1682,'BALENO',93),
(1683,'CAPPUCINO',93),
(1684,'CARRY',93),
(1685,'CELERIO',93),
(1686,'GRAND VITARA',93),
(1687,'IGNIS',93),
(1688,'JIMNY',93),
(1689,'KIZASHI',93),
(1690,'LIANA',93),
(1691,'LJ',93),
(1692,'RENO',93),
(1693,'SAMURAI',93),
(1694,'SJ',93),
(1695,'SPLASH',93),
(1696,'SUPER-CARRY',93),
(1697,'SWACE',93),
(1698,'SWIFT',93),
(1699,'SX4',93),
(1700,'SX4 S-CROSS',93),
(1701,'VITARA',93),
(1702,'WAGON R+',93),
(1703,'X-90',93),
(1704,'XL7',93),
(1705,'INNY',93),
(1706,'101',94),
(1707,'102',94),
(1708,'103',94),
(1709,'104',94),
(1710,'105',94),
(1711,'BOSTO',94),
(1712,'R-20',94),
(1713,'INNY',94),
(1714,'INDICA',95),
(1715,'INDIGO',95),
(1716,'NANO',95),
(1717,'SAFARI',95),
(1718,'XENON',95),
(1719,'INNY',95),
(1720,'MODEL 3',96),
(1721,'MODEL S',96),
(1722,'MODEL X',96),
(1723,'ROADSTER',96),
(1724,'Y',96),
(1725,'INNY',96),
(1726,'4-RUNNER',97),
(1727,'AURIS',97),
(1728,'AVALON',97),
(1729,'AVENSIS',97),
(1730,'AVENSIS VERSO',97),
(1731,'AYGO',97),
(1732,'AYGO X',97),
(1733,'BZ4X',97),
(1734,'C-HR',97),
(1735,'CAMRY',97),
(1736,'CAMRY SOLARA',97),
(1737,'CARINA',97),
(1738,'CELICA',97),
(1739,'COROLLA',97),
(1740,'COROLLA CROSS',97),
(1741,'COROLLA VERSO',97),
(1742,'CRESSIDA',97),
(1743,'CROWN',97),
(1744,'DYNA',97),
(1745,'FJ',97),
(1746,'GR86',97),
(1747,'GT86',97),
(1748,'HIACE',97),
(1749,'HIGHLANDER',97),
(1750,'HILUX',97),
(1751,'IQ',97),
(1752,'LAND CRUISER',97),
(1753,'LITE-ACE',97),
(1754,'MATRIX',97),
(1755,'MIRAI',97),
(1756,'MR2',97),
(1757,'PASEO',97),
(1758,'PICNIC',97),
(1759,'PREVIA',97),
(1760,'PRIUS',97),
(1761,'PRIUS+',97),
(1762,'PROACE',97),
(1763,'PROACE CITY',97),
(1764,'PROACE CITY VERSO',97),
(1765,'PROACE VERSO',97),
(1766,'RAV4',97),
(1767,'SEQUOIA',97),
(1768,'SIENNA',97),
(1769,'STARLET',97),
(1770,'SUPRA',97),
(1771,'TACOMA',97),
(1772,'TERCEL',97),
(1773,'TUNDRA',97),
(1774,'URBAN CRUISER',97),
(1775,'VENZA',97),
(1776,'VERSO',97),
(1777,'VERSO S',97),
(1778,'YARIS',97),
(1779,'YARIS CROSS',97),
(1780,'YARIS VERSO',97),
(1781,'INNY',97),
(1782,'601',98),
(1783,'P 50',98),
(1784,'INNY',98),
(1785,'DOLOMITE',99),
(1786,'MOSS',99),
(1787,'SPITFIRE',99),
(1788,'TR3',99),
(1789,'TR4',99),
(1790,'TR5',99),
(1791,'TR6',99),
(1792,'TR7',99),
(1793,'TR8',99),
(1794,'INNY',99),
(1795,'452',100),
(1796,'469 B',100),
(1797,'3153',100),
(1798,'3162',100),
(1799,'INNY',100),
(1800,'ASTRA',101),
(1801,'FRONTERA',101),
(1802,'OMEGA',101),
(1803,'VECTRA',101),
(1804,'VIVARO',101),
(1805,'INNY',101),
(1806,'181',102),
(1807,'AMAROK',102),
(1808,'ARTEON',102),
(1809,'ATLAS',102),
(1810,'BEETLE',102),
(1811,'BORA',102),
(1812,'BUGGY',102),
(1813,'CADDY',102),
(1814,'CALIFORNIA',102),
(1815,'CARAVELLE',102),
(1816,'CC',102),
(1817,'CORRADO',102),
(1818,'CRAFTER',102),
(1819,'EOS',102),
(1820,'FOX',102),
(1821,'GARBUS',102),
(1822,'GOLF',102),
(1823,'GOLF PLUS',102),
(1824,'GOLF SPORTSVAN',102),
(1825,'ID.3',102),
(1826,'ID.4',102),
(1827,'ID.5',102),
(1828,'ID.6',102),
(1829,'ID.7',102),
(1830,'ID.BUZZ',102),
(1831,'ILTIS',102),
(1832,'JETTA',102),
(1833,'KAFER',102),
(1834,'KARMANN GHIA',102),
(1835,'LT',102),
(1836,'LUPO',102),
(1837,'MULTIVAN',102),
(1838,'NEW BEETLE',102),
(1839,'PASSAT',102),
(1840,'PASSAT CC',102),
(1841,'PHAETON',102),
(1842,'POLO',102),
(1843,'ROUTAN',102),
(1844,'SANTANA',102),
(1845,'SCIROCCO',102),
(1846,'SHARAN',102),
(1847,'T-CROSS',102),
(1848,'T-ROC',102),
(1849,'TAIGO',102),
(1850,'TERAMONT',102),
(1851,'TIGUAN',102),
(1852,'TIGUAN ALLSPACE',102),
(1853,'TOUAREG',102),
(1854,'TOURAN',102),
(1855,'TRANSPORTER',102),
(1856,'UP!',102),
(1857,'VENTO',102),
(1858,'INNY',102),
(1859,'245',103),
(1860,'262',103),
(1861,'340',103),
(1862,'744',103),
(1863,'745',103),
(1864,'780',103),
(1865,'850',103),
(1866,'855',103),
(1867,'945',103),
(1868,'965',103),
(1869,'C30',103),
(1870,'C40',103),
(1871,'C70',103),
(1872,'EX30',103),
(1873,'EX90',103),
(1874,'MY23',103),
(1875,'P1800',103),
(1876,'POLAR',103),
(1877,'S40',103),
(1878,'S60',103),
(1879,'S70',103),
(1880,'S80',103),
(1881,'S90',103),
(1882,'SERIA 200',103),
(1883,'SERIA 300',103),
(1884,'SERIA 400',103),
(1885,'SERIA 700',103),
(1886,'SERIA 900',103),
(1887,'V40',103),
(1888,'V50',103),
(1889,'V60',103),
(1890,'V60 CROSS COUNTRY',103),
(1891,'V70',103),
(1892,'V90',103),
(1893,'V90 CROSS COUNTRY',103),
(1894,'XC 40',103),
(1895,'XC 60',103),
(1896,'XC 70',103),
(1897,'XC 90',103),
(1898,'INNY',103),
(1899,'203',104),
(1900,'204',104),
(1901,'223',104),
(1902,'224',104),
(1903,'M-20',104),
(1904,'PICK-UP',104),
(1905,'INNY',104),
(1906,'1.3',105),
(1907,'311',105),
(1908,'312',105),
(1909,'313',105),
(1910,'353',105),
(1911,'INNY',105),
(1912,'2410',106),
(1913,'GAZ-21',106),
(1914,'GAZ-24',106),
(1915,'INNY',106),
(1916,'750',107),
(1917,'1100',107),
(1918,'INNY',107),
(1919,'INNY',108);
